#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
11366.65 6.05e-03 9.94e-01 3.26e-09 1.13e-25 4.91e-25 
12061.10 4.09e-02 9.59e-01 6.09e-11 9.19e-27 6.99e-26 
12793.43 2.23e-01 7.77e-01 1.28e-12 6.65e-28 1.10e-26 
13528.61 6.91e-01 3.09e-01 1.36e-14 4.06e-29 7.43e-28 
14194.74 8.85e-01 1.15e-01 1.81e-16 1.20e-29 7.24e-28 
14757.77 9.80e-01 1.99e-02 2.58e-18 2.41e-30 1.02e-28 
15240.48 8.98e-01 1.02e-01 7.91e-19 1.58e-29 1.97e-27 
15646.99 9.99e-01 1.01e-03 4.94e-22 1.10e-31 2.55e-29 
15960.30 1.00e+00 1.95e-04 1.78e-23 2.82e-32 4.71e-30 
16187.41 1.00e+00 5.37e-05 7.63e-24 8.91e-33 7.10e-30 
16354.17 1.00e+00 2.09e-05 6.12e-24 1.47e-33 7.07e-31 
16484.18 1.00e+00 1.26e-05 7.53e-24 2.39e-33 9.53e-30 
16593.12 1.00e+00 8.71e-06 1.03e-23 2.29e-32 2.26e-29 
16691.99 1.00e+00 6.44e-06 1.55e-23 2.75e-33 9.19e-31 
16788.59 1.00e+00 4.67e-06 1.91e-23 6.95e-34 4.70e-31 
16888.37 1.00e+00 3.28e-06 1.77e-23 7.55e-34 7.55e-34 
16998.79 1.00e+00 2.33e-06 2.21e-23 2.64e-33 5.25e-30 
17146.37 1.00e+00 1.52e-06 2.62e-23 9.05e-34 9.05e-34 
17415.23 1.00e+00 7.34e-07 3.14e-23 1.05e-33 5.74e-31 
17888.12 1.00e+00 2.67e-07 5.31e-23 1.42e-32 7.33e-30 
18532.37 1.00e+00 8.88e-08 5.09e-23 1.67e-33 1.06e-29 
19260.76 1.00e+00 2.18e-08 2.57e-23 3.10e-33 1.42e-29 
20034.10 1.00e+00 1.33e-08 6.39e-23 2.58e-34 2.58e-34 
20838.00 1.00e+00 5.15e-09 2.32e-23 8.09e-35 8.09e-35 
21647.97 1.00e+00 1.91e-09 8.74e-24 2.27e-35 2.27e-35 
22447.94 1.00e+00 2.64e-10 6.24e-25 9.08e-36 9.08e-36 
23245.88 1.00e+00 1.50e-10 8.70e-25 5.01e-36 5.01e-36 
24052.47 1.00e+00 6.74e-11 9.66e-25 2.02e-35 2.92e-32 
24867.72 1.00e+00 5.00e-11 3.51e-24 2.64e-36 2.64e-36 
25698.86 1.00e+00 1.65e-11 3.62e-24 2.45e-36 2.45e-36 
26587.16 1.00e+00 4.88e-12 4.32e-24 2.69e-36 2.69e-36 
27637.54 1.00e+00 1.40e-12 7.65e-24 3.64e-36 3.64e-36 
28986.97 1.00e+00 2.77e-13 2.28e-23 6.57e-36 6.57e-36 
#TIME: 18.06 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 5.65e-11 2.49e-03 9.96e-01 1.55e-03 1.58e-14 
999.11 6.15e-11 2.63e-03 9.96e-01 1.10e-03 9.37e-15 
1267.34 6.56e-11 2.74e-03 9.96e-01 1.00e-03 8.39e-15 
1514.05 7.26e-11 2.88e-03 9.96e-01 1.06e-03 7.04e-15 
1808.80 6.66e-11 2.76e-03 9.96e-01 1.15e-03 8.66e-15 
1919.29 7.07e-11 2.86e-03 9.96e-01 9.67e-04 6.38e-15 
2160.92 6.62e-11 2.78e-03 9.96e-01 1.14e-03 8.94e-15 
2292.92 6.57e-11 2.79e-03 9.96e-01 1.00e-03 5.52e-15 
2432.98 6.30e-11 2.73e-03 9.96e-01 1.20e-03 7.41e-15 
2581.60 6.43e-11 2.81e-03 9.96e-01 1.08e-03 5.88e-15 
2739.29 6.74e-11 2.90e-03 9.96e-01 1.16e-03 5.91e-15 
2906.62 8.11e-11 3.30e-03 9.96e-01 8.27e-04 2.60e-15 
3084.17 8.94e-11 3.59e-03 9.96e-01 7.02e-04 1.64e-15 
3272.56 9.91e-11 3.96e-03 9.95e-01 6.95e-04 1.12e-15 
3472.46 1.27e-10 4.80e-03 9.95e-01 6.42e-04 9.01e-16 
3684.57 1.78e-10 6.15e-03 9.94e-01 2.56e-04 1.30e-16 
3909.64 2.45e-10 7.91e-03 9.92e-01 1.80e-04 5.34e-17 
4148.46 4.10e-10 1.13e-02 9.89e-01 1.06e-04 5.71e-18 
4401.86 8.17e-10 1.79e-02 9.82e-01 5.64e-05 4.04e-18 
4670.75 1.50e-09 2.63e-02 9.74e-01 3.60e-05 2.86e-19 
4956.05 2.45e-09 3.79e-02 9.62e-01 2.36e-05 5.97e-20 
5258.79 3.54e-09 4.97e-02 9.50e-01 1.50e-05 6.86e-20 
5580.02 6.94e-09 7.69e-02 9.23e-01 1.27e-06 3.63e-22 
5920.87 1.44e-08 1.23e-01 8.77e-01 1.32e-06 1.37e-22 
6282.54 2.97e-08 1.90e-01 8.10e-01 1.29e-07 4.81e-22 
6666.30 7.32e-08 3.21e-01 6.79e-01 2.44e-08 3.01e-22 
7073.50 1.97e-07 5.50e-01 4.50e-01 4.03e-09 1.75e-22 
7505.58 4.36e-07 7.38e-01 2.62e-01 4.83e-10 1.05e-22 
7964.05 1.04e-06 9.17e-01 8.29e-02 1.97e-11 4.64e-23 
8450.53 2.54e-06 9.82e-01 1.76e-02 3.30e-13 1.69e-23 
8966.72 6.86e-06 9.97e-01 3.38e-03 3.32e-15 1.83e-23 
9514.44 2.68e-05 1.00e+00 3.96e-04 6.93e-18 9.74e-24 
10095.62 1.70e-04 1.00e+00 3.21e-06 3.11e-22 1.35e-24 
10712.30 1.20e-03 9.99e-01 8.09e-08 7.83e-25 2.09e-24 
11366.65 8.50e-03 9.92e-01 1.71e-09 1.07e-25 5.25e-25 
12061.10 5.70e-02 9.43e-01 3.09e-11 7.62e-27 6.65e-26 
12793.43 2.60e-01 7.40e-01 6.23e-13 5.17e-28 7.47e-27 
13528.61 7.21e-01 2.79e-01 6.55e-15 6.56e-29 2.75e-27 
14194.74 9.48e-01 5.22e-02 3.99e-17 3.40e-30 1.61e-28 
14757.77 9.86e-01 1.43e-02 8.40e-19 3.11e-30 3.90e-28 
15240.48 9.97e-01 3.34e-03 1.29e-20 3.37e-32 2.45e-31 
15646.99 7.57e-01 2.43e-01 5.52e-20 2.01e-29 5.91e-27 
15960.30 1.00e+00 1.17e-04 1.30e-23 2.88e-32 8.34e-30 
16187.41 1.00e+00 3.42e-05 7.78e-24 9.08e-33 4.06e-30 
16354.17 1.00e+00 1.44e-05 7.29e-24 5.44e-33 1.07e-29 
16484.18 1.00e+00 8.07e-06 7.94e-24 3.95e-33 5.11e-30 
16593.12 1.00e+00 5.78e-06 1.16e-23 7.62e-34 1.07e-31 
16691.99 1.00e+00 4.21e-06 1.54e-23 1.49e-33 2.03e-30 
16788.59 1.00e+00 3.32e-06 2.07e-23 7.39e-34 5.76e-32 
16888.37 1.00e+00 2.18e-06 2.00e-23 8.78e-34 6.16e-30 
16998.79 1.00e+00 1.59e-06 2.48e-23 6.74e-33 1.19e-29 
17146.37 1.00e+00 1.19e-06 4.00e-23 1.90e-33 1.30e-29 
17415.23 1.00e+00 4.76e-07 3.50e-23 1.37e-32 6.64e-29 
17888.12 1.00e+00 1.79e-07 5.86e-23 6.71e-33 2.77e-30 
18532.37 1.00e+00 5.98e-08 7.02e-23 1.06e-32 3.78e-29 
19260.76 1.00e+00 2.75e-08 1.62e-22 6.48e-34 6.48e-34 
20034.10 1.00e+00 9.87e-09 6.19e-23 2.75e-34 2.75e-34 
20838.00 1.00e+00 3.86e-09 2.93e-23 8.61e-35 8.60e-35 
21647.97 1.00e+00 1.42e-09 1.12e-23 2.41e-35 2.41e-35 
22447.94 1.00e+00 5.63e-10 1.79e-23 9.66e-36 9.66e-36 
23245.88 1.00e+00 2.41e-10 1.03e-23 5.33e-36 5.33e-36 
24052.47 1.00e+00 9.17e-11 7.62e-24 3.56e-36 3.56e-36 
24867.72 1.00e+00 3.47e-11 3.72e-24 2.81e-36 2.81e-36 
25698.86 1.00e+00 1.16e-11 4.16e-24 2.60e-36 2.60e-36 
26587.16 1.00e+00 3.44e-12 5.40e-24 2.86e-36 2.86e-36 
27637.54 1.00e+00 8.90e-13 7.80e-24 3.87e-36 3.87e-36 
28986.97 1.00e+00 1.62e-13 1.55e-23 6.99e-36 6.99e-36 
#TIME: 18.44 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 9.89e-11 3.60e-03 9.95e-01 1.17e-03 4.22e-15 
999.11 9.78e-11 3.55e-03 9.96e-01 7.45e-04 2.57e-15 
1267.34 1.04e-10 3.71e-03 9.95e-01 9.44e-04 4.33e-15 
1514.05 1.18e-10 4.01e-03 9.95e-01 6.82e-04 2.15e-15 
1808.80 1.09e-10 3.82e-03 9.95e-01 8.27e-04 2.69e-15 
1919.29 1.24e-10 4.22e-03 9.95e-01 5.00e-04 1.18e-15 
2160.92 1.20e-10 4.13e-03 9.95e-01 6.95e-04 1.76e-15 
2292.92 1.20e-10 4.18e-03 9.95e-01 5.95e-04 3.29e-15 
2432.98 1.17e-10 4.22e-03 9.95e-01 6.07e-04 1.29e-15 
2581.60 1.16e-10 4.18e-03 9.95e-01 5.75e-04 1.17e-15 
2739.29 1.22e-10 4.35e-03 9.95e-01 5.84e-04 8.69e-16 
2906.62 1.56e-10 5.20e-03 9.94e-01 3.56e-04 3.40e-16 
3084.17 1.66e-10 5.48e-03 9.94e-01 3.57e-04 3.35e-16 
3272.56 1.90e-10 6.20e-03 9.94e-01 2.43e-04 1.08e-16 
3472.46 2.33e-10 7.18e-03 9.93e-01 3.09e-04 3.10e-15 
3684.57 3.41e-10 9.57e-03 9.90e-01 1.05e-04 1.54e-17 
3909.64 4.75e-10 1.25e-02 9.87e-01 9.59e-05 4.38e-18 
4148.46 7.64e-10 1.73e-02 9.83e-01 6.15e-05 3.85e-18 
4401.86 1.54e-09 2.72e-02 9.73e-01 2.24e-05 1.55e-19 
4670.75 3.03e-09 4.25e-02 9.58e-01 2.78e-06 5.43e-21 
4956.05 4.33e-09 5.41e-02 9.46e-01 1.49e-06 1.08e-21 
5258.79 7.13e-09 7.99e-02 9.20e-01 1.69e-06 5.33e-22 
5580.02 1.33e-08 1.17e-01 8.83e-01 3.17e-07 1.08e-22 
5920.87 2.64e-08 1.77e-01 8.23e-01 1.17e-07 5.28e-23 
6282.54 5.27e-08 2.66e-01 7.34e-01 3.93e-08 2.36e-22 
6666.30 1.18e-07 4.11e-01 5.89e-01 3.86e-07 1.14e-20 
7073.50 2.91e-07 6.40e-01 3.60e-01 1.50e-09 1.90e-22 
7505.58 6.21e-07 8.14e-01 1.86e-01 1.48e-10 1.01e-22 
7964.05 1.41e-06 9.52e-01 4.80e-02 4.70e-12 4.44e-23 
8450.53 3.43e-06 9.89e-01 1.13e-02 8.03e-14 2.28e-23 
8966.72 9.47e-06 9.98e-01 1.84e-03 6.30e-16 9.11e-24 
9514.44 3.87e-05 1.00e+00 2.51e-04 1.44e-18 4.55e-24 
10095.62 2.49e-04 1.00e+00 1.54e-06 4.64e-23 1.19e-24 
10712.30 1.73e-03 9.98e-01 3.94e-08 6.87e-25 2.15e-24 
11366.65 1.13e-02 9.89e-01 8.88e-10 1.00e-25 5.27e-25 
12061.10 7.81e-02 9.22e-01 1.55e-11 6.50e-27 6.99e-26 
12793.43 3.56e-01 6.44e-01 2.74e-13 4.22e-28 7.93e-27 
13528.61 7.77e-01 2.23e-01 2.55e-15 4.40e-29 1.16e-27 
14194.74 9.63e-01 3.66e-02 1.31e-17 4.89e-30 8.58e-28 
14757.77 9.90e-01 9.81e-03 2.67e-19 2.96e-30 3.01e-28 
15240.48 9.98e-01 2.31e-03 4.39e-21 1.00e-30 3.52e-27 
15646.99 1.00e+00 4.53e-04 4.40e-23 1.25e-33 1.25e-33 
15960.30 1.00e+00 7.73e-05 1.47e-23 4.68e-32 1.40e-29 
16187.41 1.00e+00 2.12e-05 8.15e-24 7.89e-33 3.46e-30 
16354.17 1.00e+00 8.92e-06 7.23e-24 4.26e-33 2.55e-30 
16484.18 1.00e+00 4.85e-06 8.08e-24 7.59e-33 5.23e-30 
16593.12 1.00e+00 3.48e-06 1.12e-23 2.19e-33 1.06e-29 
16691.99 1.00e+00 3.02e-06 1.96e-23 7.13e-34 3.29e-32 
16788.59 1.00e+00 1.82e-06 1.62e-23 5.96e-33 4.56e-29 
16888.37 1.00e+00 1.49e-06 2.31e-23 9.60e-33 5.71e-29 
16998.79 1.00e+00 1.12e-06 3.17e-23 9.29e-34 6.86e-32 
17146.37 1.00e+00 7.76e-07 3.80e-23 1.02e-33 2.86e-31 
17415.23 1.00e+00 3.42e-07 4.82e-23 2.26e-32 1.46e-29 
17888.12 1.00e+00 1.70e-07 1.28e-22 1.40e-33 1.76e-30 
18532.37 1.00e+00 5.28e-08 1.34e-22 1.18e-33 1.18e-33 
19260.76 1.00e+00 1.08e-08 3.21e-23 1.81e-33 7.30e-30 
20034.10 1.00e+00 6.93e-09 6.85e-23 2.92e-34 2.92e-34 
20838.00 1.00e+00 2.61e-09 3.07e-23 9.15e-35 9.15e-35 
21647.97 1.00e+00 6.42e-10 5.32e-24 9.89e-35 3.51e-31 
22447.94 1.00e+00 3.69e-10 6.27e-24 1.03e-35 1.03e-35 
23245.88 1.00e+00 1.57e-10 4.73e-24 5.67e-36 5.67e-36 
24052.47 1.00e+00 6.27e-11 4.33e-24 3.78e-36 3.78e-36 
24867.72 1.00e+00 2.34e-11 4.10e-24 2.99e-36 2.99e-36 
25698.86 1.00e+00 7.84e-12 4.42e-24 2.77e-36 2.77e-36 
26587.16 1.00e+00 2.54e-12 6.34e-24 3.05e-36 3.05e-36 
27637.54 1.00e+00 6.92e-13 1.11e-23 4.11e-36 4.11e-36 
28986.97 1.00e+00 1.35e-13 2.96e-23 7.43e-36 7.43e-36 
#TIME: 18.82 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 1.80e-10 5.45e-03 9.94e-01 5.08e-04 5.05e-16 
999.11 1.75e-10 5.36e-03 9.94e-01 3.69e-04 4.93e-16 
1267.34 1.78e-10 5.33e-03 9.94e-01 4.09e-04 8.05e-16 
1514.05 2.07e-10 5.90e-03 9.94e-01 3.85e-04 8.76e-16 
1808.80 1.95e-10 5.69e-03 9.94e-01 3.16e-04 4.03e-16 
1919.29 2.10e-10 5.99e-03 9.94e-01 3.25e-04 3.00e-16 
2160.92 2.17e-10 6.21e-03 9.94e-01 2.37e-04 1.91e-16 
2292.92 2.18e-10 6.32e-03 9.93e-01 2.87e-04 1.83e-16 
2432.98 2.07e-10 6.12e-03 9.94e-01 3.46e-04 4.76e-16 
2581.60 2.19e-10 6.54e-03 9.93e-01 2.26e-04 1.14e-16 
2739.29 2.27e-10 6.62e-03 9.93e-01 3.31e-04 1.55e-16 
2906.62 2.97e-10 8.02e-03 9.92e-01 1.86e-04 5.75e-17 
3084.17 3.06e-10 8.23e-03 9.92e-01 1.72e-04 8.27e-17 
3272.56 3.72e-10 9.80e-03 9.90e-01 1.59e-04 2.45e-17 
3472.46 4.69e-10 1.15e-02 9.88e-01 2.10e-04 2.89e-17 
3684.57 6.66e-10 1.50e-02 9.85e-01 8.66e-05 5.52e-18 
3909.64 9.50e-10 2.00e-02 9.80e-01 2.12e-05 2.95e-19 
4148.46 1.51e-09 2.77e-02 9.72e-01 1.21e-05 6.93e-20 
4401.86 2.90e-09 4.13e-02 9.59e-01 1.28e-05 3.12e-20 
4670.75 5.94e-09 6.73e-02 9.33e-01 3.74e-06 2.80e-21 
4956.05 8.66e-09 8.58e-02 9.14e-01 7.01e-06 2.39e-21 
5258.79 1.29e-08 1.15e-01 8.85e-01 1.62e-05 3.77e-21 
5580.02 2.36e-08 1.64e-01 8.36e-01 1.40e-07 1.59e-22 
5920.87 5.38e-08 2.84e-01 7.16e-01 4.69e-08 2.30e-22 
6282.54 9.83e-08 3.87e-01 6.13e-01 1.49e-08 2.88e-22 
6666.30 2.07e-07 5.55e-01 4.45e-01 3.33e-09 6.14e-24 
7073.50 4.38e-07 7.34e-01 2.66e-01 4.68e-10 1.58e-22 
7505.58 8.78e-07 8.85e-01 1.15e-01 3.86e-11 8.53e-23 
7964.05 1.88e-06 9.69e-01 3.10e-02 1.22e-12 4.81e-23 
8450.53 4.69e-06 9.94e-01 5.56e-03 1.48e-14 1.73e-23 
8966.72 1.31e-05 9.99e-01 1.26e-03 1.50e-16 1.13e-23 
9514.44 5.73e-05 1.00e+00 2.18e-05 3.82e-20 5.68e-25 
10095.62 3.63e-04 1.00e+00 7.23e-07 8.21e-24 1.36e-24 
10712.30 2.42e-03 9.98e-01 1.91e-08 5.95e-25 2.11e-24 
11366.65 1.64e-02 9.84e-01 4.34e-10 8.58e-26 4.87e-25 
12061.10 1.03e-01 8.97e-01 8.42e-12 7.26e-27 9.26e-26 
12793.43 4.20e-01 5.80e-01 1.29e-13 4.29e-28 1.02e-26 
13528.61 7.97e-01 2.03e-01 1.15e-15 4.37e-29 1.77e-27 
14194.74 9.73e-01 2.69e-02 5.69e-18 9.49e-30 1.18e-27 
14757.77 9.93e-01 6.85e-03 1.07e-19 3.45e-30 3.73e-28 
15240.48 9.98e-01 1.53e-03 1.88e-21 2.24e-30 2.68e-28 
15646.99 1.00e+00 2.79e-04 5.64e-23 3.11e-31 8.75e-27 
15960.30 1.00e+00 4.69e-05 1.42e-23 2.92e-32 4.95e-30 
16187.41 1.00e+00 1.26e-05 8.36e-24 7.31e-33 3.74e-30 
16354.17 1.00e+00 5.79e-06 8.35e-24 2.59e-33 1.85e-30 
16484.18 1.00e+00 3.08e-06 9.83e-24 5.57e-34 1.26e-31 
16593.12 1.00e+00 2.04e-06 1.15e-23 3.21e-33 5.76e-30 
16691.99 1.00e+00 1.75e-06 1.76e-23 7.58e-34 4.53e-30 
16788.59 1.00e+00 1.12e-06 2.10e-23 2.55e-33 2.24e-30 
16888.37 1.00e+00 8.60e-07 2.14e-23 9.07e-34 9.07e-34 
16998.79 1.00e+00 6.03e-07 2.47e-23 3.31e-33 1.69e-29 
17146.37 1.00e+00 4.46e-07 3.57e-23 1.55e-33 9.84e-30 
17415.23 1.00e+00 1.93e-07 4.08e-23 1.26e-33 3.29e-32 
17888.12 1.00e+00 1.14e-07 1.13e-22 1.48e-33 1.48e-33 
18532.37 1.00e+00 3.91e-08 1.51e-22 1.26e-33 1.26e-33 
19260.76 1.00e+00 1.36e-08 2.21e-22 7.32e-34 7.32e-34 
20034.10 1.00e+00 5.04e-09 8.22e-23 3.10e-34 3.10e-34 
20838.00 1.00e+00 7.06e-10 5.19e-24 9.73e-35 9.73e-35 
21647.97 1.00e+00 6.92e-10 2.13e-23 2.73e-35 2.73e-35 
22447.94 1.00e+00 2.64e-10 7.76e-24 1.09e-35 1.09e-35 
23245.88 1.00e+00 1.05e-10 5.51e-24 6.02e-36 6.02e-36 
24052.47 1.00e+00 4.00e-11 4.48e-24 4.02e-36 4.02e-36 
24867.72 1.00e+00 1.40e-11 4.01e-24 3.18e-36 3.18e-36 
25698.86 1.00e+00 4.55e-12 4.05e-24 2.94e-36 2.94e-36 
26587.16 1.00e+00 1.50e-12 5.36e-24 3.24e-36 3.24e-36 
27637.54 1.00e+00 3.27e-13 5.94e-24 4.37e-36 4.37e-36 
28986.97 1.00e+00 5.02e-14 8.57e-24 7.90e-36 7.90e-36 
#TIME: 19.21 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 3.27e-10 8.20e-03 9.92e-01 1.08e-04 5.76e-17 
999.11 3.09e-10 7.87e-03 9.92e-01 1.65e-04 7.63e-17 
1267.34 3.41e-10 8.41e-03 9.91e-01 1.36e-04 4.71e-17 
1514.05 4.03e-10 9.13e-03 9.91e-01 1.46e-04 5.68e-17 
1808.80 3.57e-10 8.42e-03 9.91e-01 1.51e-04 6.60e-17 
1919.29 4.10e-10 9.43e-03 9.90e-01 1.35e-04 4.40e-17 
2160.92 4.04e-10 9.34e-03 9.90e-01 1.66e-04 4.32e-17 
2292.92 4.06e-10 9.47e-03 9.90e-01 1.42e-04 5.49e-17 
2432.98 4.18e-10 9.91e-03 9.90e-01 1.30e-04 2.80e-17 
2581.60 4.00e-10 9.66e-03 9.90e-01 1.20e-04 2.02e-17 
2739.29 4.72e-10 1.09e-02 9.89e-01 1.61e-04 2.86e-17 
2906.62 5.95e-10 1.29e-02 9.87e-01 1.35e-04 2.62e-17 
3084.17 6.83e-10 1.45e-02 9.85e-01 1.13e-04 8.55e-18 
3272.56 7.23e-10 1.51e-02 9.85e-01 8.34e-05 4.41e-18 
3472.46 9.59e-10 1.87e-02 9.81e-01 2.55e-05 5.01e-19 
3684.57 1.35e-09 2.41e-02 9.76e-01 2.26e-05 2.11e-19 
3909.64 1.86e-09 3.15e-02 9.68e-01 2.37e-05 1.07e-19 
4148.46 3.09e-09 4.56e-02 9.54e-01 3.47e-05 6.16e-20 
4401.86 5.84e-09 6.64e-02 9.34e-01 2.33e-05 2.56e-19 
4670.75 1.08e-08 9.70e-02 9.03e-01 2.04e-06 5.17e-22 
4956.05 1.73e-08 1.36e-01 8.64e-01 8.31e-06 1.76e-20 
5258.79 2.44e-08 1.71e-01 8.29e-01 2.05e-05 1.15e-21 
5580.02 4.47e-08 2.43e-01 7.57e-01 5.83e-08 1.46e-22 
5920.87 8.65e-08 3.61e-01 6.39e-01 1.96e-08 2.36e-22 
6282.54 1.66e-07 5.05e-01 4.95e-01 5.29e-09 2.66e-22 
6666.30 3.22e-07 6.65e-01 3.35e-01 1.08e-09 2.26e-22 
7073.50 6.45e-07 8.29e-01 1.71e-01 1.27e-10 1.35e-22 
7505.58 1.21e-06 9.20e-01 7.95e-02 1.07e-11 8.99e-23 
7964.05 2.54e-06 9.80e-01 2.04e-02 3.03e-13 4.62e-23 
8450.53 6.38e-06 9.97e-01 3.49e-03 3.36e-15 2.12e-23 
8966.72 1.88e-05 1.00e+00 1.86e-04 7.21e-18 2.21e-24 
9514.44 8.54e-05 1.00e+00 1.00e-05 5.17e-21 2.79e-24 
10095.62 5.27e-04 9.99e-01 3.41e-07 3.10e-24 2.84e-24 
10712.30 3.41e-03 9.97e-01 9.40e-09 5.56e-25 2.26e-24 
11366.65 2.27e-02 9.77e-01 2.10e-10 6.77e-26 4.48e-25 
12061.10 1.29e-01 8.71e-01 4.07e-12 5.82e-27 6.77e-26 
12793.43 5.20e-01 4.80e-01 5.36e-14 3.52e-28 8.41e-27 
13528.61 6.97e-01 3.03e-01 9.34e-16 6.72e-29 2.82e-27 
14194.74 9.81e-01 1.87e-02 2.06e-18 8.42e-30 5.51e-28 
14757.77 9.96e-01 4.48e-03 2.66e-20 1.49e-30 1.41e-28 
15240.48 9.99e-01 9.67e-04 4.81e-22 6.53e-31 3.58e-29 
15646.99 1.00e+00 1.69e-04 5.04e-23 2.27e-31 2.52e-29 
15960.30 1.00e+00 2.92e-05 1.59e-23 5.01e-32 1.40e-29 
16187.41 1.00e+00 7.81e-06 9.55e-24 3.25e-33 1.73e-30 
16354.17 1.00e+00 4.01e-06 1.05e-23 6.47e-34 9.12e-31 
16484.18 1.00e+00 2.18e-06 1.33e-23 5.92e-34 5.92e-34 
16593.12 1.00e+00 1.42e-06 1.69e-23 7.01e-34 7.14e-31 
16691.99 1.00e+00 1.09e-06 2.02e-23 2.28e-33 1.45e-29 
16788.59 1.00e+00 8.85e-07 3.38e-23 8.89e-34 8.89e-34 
16888.37 1.00e+00 6.60e-07 3.58e-23 1.81e-33 1.01e-29 
16998.79 1.00e+00 3.40e-07 2.51e-23 3.65e-32 5.54e-29 
17146.37 1.00e+00 3.25e-07 5.74e-23 1.16e-33 1.16e-33 
17415.23 1.00e+00 1.43e-07 6.56e-23 1.34e-33 7.92e-30 
17888.12 1.00e+00 4.90e-08 5.19e-23 7.69e-33 4.24e-29 
18532.37 1.00e+00 2.70e-08 1.65e-22 1.34e-33 1.34e-33 
19260.76 1.00e+00 9.09e-09 1.38e-22 7.79e-34 7.79e-34 
20034.10 1.00e+00 3.38e-09 8.82e-23 3.30e-34 3.30e-34 
20838.00 1.00e+00 5.00e-10 1.78e-23 1.11e-32 3.95e-29 
21647.97 1.00e+00 4.27e-10 1.39e-23 2.90e-35 2.90e-35 
22447.94 1.00e+00 1.68e-10 7.78e-24 1.16e-35 1.16e-35 
23245.88 1.00e+00 6.78e-11 5.90e-24 6.41e-36 6.41e-36 
24052.47 1.00e+00 2.54e-11 5.03e-24 4.28e-36 4.28e-36 
24867.72 1.00e+00 9.44e-12 5.00e-24 3.38e-36 3.38e-36 
25698.86 1.00e+00 3.22e-12 5.64e-24 3.13e-36 3.13e-36 
26587.16 1.00e+00 1.03e-12 7.18e-24 3.44e-36 3.44e-36 
27637.54 1.00e+00 2.81e-13 1.57e-23 4.65e-36 4.65e-36 
28986.97 1.00e+00 3.26e-14 1.73e-23 8.40e-36 8.40e-36 
#TIME: 19.60 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 6.04e-10 1.30e-02 9.87e-01 3.83e-04 5.74e-17 
999.11 6.21e-10 1.28e-02 9.87e-01 4.49e-05 5.87e-18 
1267.34 6.60e-10 1.32e-02 9.87e-01 7.06e-05 8.27e-18 
1514.05 8.29e-10 1.50e-02 9.85e-01 8.19e-05 9.41e-18 
1808.80 7.66e-10 1.45e-02 9.85e-01 1.05e-04 1.08e-17 
1919.29 8.24e-10 1.50e-02 9.85e-01 2.62e-04 6.44e-17 
2160.92 8.17e-10 1.52e-02 9.85e-01 6.25e-05 6.19e-18 
2292.92 8.06e-10 1.53e-02 9.85e-01 7.02e-05 5.77e-18 
2432.98 7.70e-10 1.49e-02 9.85e-01 5.50e-05 3.30e-18 
2581.60 7.99e-10 1.54e-02 9.84e-01 1.00e-04 7.08e-18 
2739.29 9.42e-10 1.73e-02 9.83e-01 3.97e-05 2.60e-18 
2906.62 1.13e-09 1.94e-02 9.80e-01 8.60e-05 2.19e-18 
3084.17 1.27e-09 2.14e-02 9.79e-01 3.26e-05 6.11e-19 
3272.56 1.58e-09 2.56e-02 9.74e-01 2.14e-05 2.29e-19 
3472.46 1.94e-09 3.00e-02 9.70e-01 2.65e-05 5.95e-19 
3684.57 2.63e-09 3.76e-02 9.62e-01 4.38e-05 1.43e-19 
3909.64 3.85e-09 5.10e-02 9.49e-01 3.76e-06 4.65e-21 
