#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
12793.43 4.85e-11 1.50e-02 9.85e-01 2.95e-05 1.93e-29 
13528.61 2.90e-10 6.83e-02 9.32e-01 2.29e-06 2.20e-30 
14194.74 1.16e-09 2.23e-01 7.77e-01 2.19e-07 5.37e-31 
14757.77 2.75e-09 4.60e-01 5.40e-01 2.62e-08 1.50e-31 
15240.48 6.25e-09 7.50e-01 2.50e-01 1.83e-09 2.06e-33 
15646.99 1.31e-08 9.25e-01 7.49e-02 7.84e-11 6.87e-33 
15960.30 2.83e-08 9.83e-01 1.67e-02 1.86e-12 9.06e-34 
16187.41 4.40e-08 9.95e-01 5.47e-03 1.24e-13 2.35e-34 
16354.17 5.92e-08 9.97e-01 2.51e-03 1.63e-14 1.81e-34 
16484.18 6.11e-08 9.98e-01 1.65e-03 5.78e-15 7.80e-35 
16593.12 5.68e-08 9.99e-01 1.22e-03 2.27e-15 5.95e-35 
16691.99 5.77e-08 9.99e-01 9.54e-04 1.16e-15 1.53e-34 
16788.59 6.41e-08 9.99e-01 6.61e-04 5.39e-16 2.15e-34 
16888.37 5.73e-08 9.99e-01 5.68e-04 2.60e-16 3.58e-35 
16998.79 5.25e-08 1.00e+00 4.91e-04 1.41e-16 3.22e-34 
17146.37 5.21e-08 1.00e+00 3.51e-04 6.18e-17 2.36e-35 
17415.23 6.10e-08 1.00e+00 1.80e-04 1.09e-17 4.74e-35 
17888.12 5.39e-08 1.00e+00 9.61e-05 1.64e-18 1.72e-34 
18532.37 6.38e-08 1.00e+00 3.27e-05 1.07e-19 3.54e-34 
19260.76 6.70e-08 1.00e+00 1.21e-05 5.59e-21 1.39e-34 
20034.10 3.74e-08 1.00e+00 8.36e-06 1.36e-21 6.90e-35 
20838.00 3.36e-08 1.00e+00 3.91e-06 1.91e-22 9.91e-36 
21647.97 2.43e-08 1.00e+00 1.88e-06 2.06e-23 1.13e-35 
22447.94 2.33e-08 1.00e+00 9.47e-07 4.18e-24 1.40e-35 
23245.88 1.92e-08 1.00e+00 7.16e-07 3.95e-24 6.80e-33 
24052.47 1.92e-08 1.00e+00 2.32e-07 4.07e-24 2.36e-35 
24867.72 2.20e-08 1.00e+00 1.03e-07 6.07e-24 3.07e-35 
25698.86 2.07e-08 1.00e+00 4.33e-08 9.83e-24 4.15e-35 
26587.16 9.66e-08 1.00e+00 4.93e-09 1.32e-24 6.19e-35 
27637.54 2.81e-08 1.00e+00 5.32e-09 3.19e-23 1.09e-34 
28986.97 3.04e-08 1.00e+00 1.33e-09 8.41e-23 2.61e-34 
#TIME: 18.44 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 5.15e-22 2.68e-13 9.77e-06 1.00e+00 9.15e-16 
999.11 5.38e-22 2.79e-13 1.01e-05 1.00e+00 7.89e-16 
1267.34 5.69e-22 2.93e-13 1.03e-05 1.00e+00 7.49e-16 
1514.05 6.56e-22 3.23e-13 1.09e-05 1.00e+00 6.81e-16 
1808.80 5.75e-22 2.98e-13 1.05e-05 1.00e+00 6.93e-16 
1919.29 5.68e-22 2.98e-13 1.05e-05 1.00e+00 6.46e-16 
2160.92 5.47e-22 2.95e-13 1.05e-05 1.00e+00 5.93e-16 
2292.92 4.95e-22 2.85e-13 1.05e-05 1.00e+00 4.68e-16 
2432.98 4.40e-22 2.68e-13 1.03e-05 1.00e+00 4.42e-16 
2581.60 4.12e-22 2.65e-13 1.04e-05 1.00e+00 3.42e-16 
2739.29 3.98e-22 2.64e-13 1.04e-05 1.00e+00 3.16e-16 
2906.62 4.38e-22 3.02e-13 1.15e-05 1.00e+00 1.77e-16 
3084.17 4.30e-22 3.20e-13 1.22e-05 1.00e+00 1.12e-16 
3272.56 3.91e-22 3.21e-13 1.25e-05 1.00e+00 7.06e-17 
3472.46 4.20e-22 3.73e-13 1.40e-05 1.00e+00 3.26e-17 
3684.57 4.56e-22 4.47e-13 1.62e-05 1.00e+00 1.19e-17 
3909.64 4.72e-22 5.26e-13 1.86e-05 1.00e+00 4.25e-18 
4148.46 6.00e-22 7.05e-13 2.27e-05 1.00e+00 1.48e-18 
4401.86 1.02e-21 1.15e-12 3.06e-05 1.00e+00 4.39e-19 
4670.75 1.65e-21 1.86e-12 4.16e-05 1.00e+00 1.09e-19 
4956.05 1.91e-21 2.41e-12 5.06e-05 1.00e+00 3.11e-20 
5258.79 2.06e-21 2.97e-12 5.97e-05 1.00e+00 1.28e-20 
5580.02 3.24e-21 4.97e-12 8.39e-05 1.00e+00 8.14e-21 
5920.87 5.37e-21 8.65e-12 1.21e-04 1.00e+00 1.18e-20 
6282.54 9.43e-21 1.60e-11 1.80e-04 1.00e+00 1.73e-20 
6666.30 2.09e-20 3.54e-11 2.96e-04 1.00e+00 1.66e-20 
7073.50 5.69e-20 9.50e-11 5.47e-04 9.99e-01 1.01e-20 
7505.58 1.62e-19 2.75e-10 1.07e-03 9.99e-01 4.60e-21 
7964.05 6.74e-19 1.15e-09 2.62e-03 9.97e-01 1.46e-21 
8450.53 4.32e-18 7.07e-09 8.04e-03 9.92e-01 3.31e-22 
8966.72 3.76e-17 5.77e-08 2.91e-02 9.71e-01 6.18e-23 
9514.44 7.60e-16 9.96e-07 1.57e-01 8.43e-01 8.17e-24 
10095.62 2.06e-14 1.96e-05 6.62e-01 3.38e-01 5.82e-25 
10712.30 2.13e-13 1.43e-04 9.59e-01 4.07e-02 4.05e-26 
11366.65 1.52e-12 7.73e-04 9.96e-01 3.33e-03 3.28e-27 
12061.10 1.05e-11 4.14e-03 9.96e-01 2.28e-04 2.20e-28 
12793.43 6.58e-11 1.98e-02 9.80e-01 1.82e-05 1.72e-29 
13528.61 3.89e-10 8.87e-02 9.11e-01 1.64e-06 2.43e-30 
14194.74 1.52e-09 2.80e-01 7.20e-01 1.06e-06 3.96e-30 
14757.77 3.41e-09 5.51e-01 4.49e-01 1.37e-08 1.43e-31 
15240.48 6.91e-09 8.06e-01 1.94e-01 9.07e-10 3.50e-32 
15646.99 1.37e-08 9.44e-01 5.61e-02 3.22e-11 5.15e-33 
15960.30 2.90e-08 9.87e-01 1.27e-02 9.03e-13 5.30e-34 
16187.41 4.78e-08 9.96e-01 4.06e-03 5.69e-14 3.70e-34 
16354.17 6.20e-08 9.98e-01 1.85e-03 7.65e-15 2.53e-34 
16484.18 5.74e-08 9.99e-01 1.29e-03 2.53e-15 1.33e-34 
16593.12 6.30e-08 9.99e-01 8.65e-04 1.02e-15 1.66e-34 
16691.99 5.39e-08 9.99e-01 7.60e-04 5.65e-16 3.45e-35 
16788.59 5.87e-08 9.99e-01 5.38e-04 2.49e-16 1.84e-34 
16888.37 5.90e-08 1.00e+00 3.93e-04 9.89e-17 2.89e-34 
16998.79 5.54e-08 1.00e+00 3.44e-04 6.41e-17 2.20e-34 
17146.37 5.68e-08 1.00e+00 2.22e-04 2.16e-17 2.76e-35 
17415.23 6.20e-08 1.00e+00 1.28e-04 4.93e-18 1.22e-34 
17888.12 5.34e-08 1.00e+00 6.62e-05 7.00e-19 1.53e-35 
18532.37 6.60e-08 1.00e+00 2.20e-05 3.80e-20 1.39e-35 
19260.76 6.09e-08 1.00e+00 9.25e-06 2.94e-21 7.91e-35 
20034.10 4.65e-08 1.00e+00 5.15e-06 6.13e-22 1.42e-34 
20838.00 2.55e-08 1.00e+00 3.40e-06 1.12e-22 1.17e-34 
21647.97 2.57e-08 1.00e+00 1.50e-06 1.20e-23 1.20e-35 
22447.94 2.17e-08 1.00e+00 7.25e-07 2.26e-24 1.49e-35 
23245.88 2.32e-08 1.00e+00 3.51e-07 1.85e-24 1.93e-35 
24052.47 2.01e-08 1.00e+00 1.65e-07 4.17e-24 2.51e-35 
24867.72 1.85e-08 1.00e+00 7.44e-08 6.69e-24 3.26e-35 
25698.86 1.97e-08 1.00e+00 3.24e-08 1.08e-23 4.41e-35 
26587.16 2.19e-08 1.00e+00 1.25e-08 6.27e-23 6.58e-35 
27637.54 2.91e-08 1.00e+00 3.97e-09 3.71e-23 1.16e-34 
28986.97 2.88e-08 1.00e+00 9.70e-10 9.37e-23 2.78e-34 
#TIME: 18.82 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 6.15e-22 3.40e-13 1.18e-05 1.00e+00 2.99e-16 
999.11 7.51e-22 4.05e-13 1.30e-05 1.00e+00 2.14e-16 
1267.34 7.80e-22 4.14e-13 1.31e-05 1.00e+00 2.19e-16 
1514.05 9.09e-22 4.62e-13 1.39e-05 1.00e+00 1.98e-16 
1808.80 7.96e-22 4.24e-13 1.33e-05 1.00e+00 2.19e-16 
1919.29 8.03e-22 4.34e-13 1.35e-05 1.00e+00 1.83e-16 
2160.92 7.57e-22 4.25e-13 1.35e-05 1.00e+00 1.61e-16 
2292.92 6.85e-22 4.07e-13 1.34e-05 1.00e+00 1.39e-16 
2432.98 6.18e-22 3.91e-13 1.33e-05 1.00e+00 1.20e-16 
2581.60 6.10e-22 4.03e-13 1.37e-05 1.00e+00 9.12e-17 
2739.29 5.95e-22 4.07e-13 1.39e-05 1.00e+00 7.61e-17 
2906.62 6.61e-22 4.68e-13 1.53e-05 1.00e+00 4.47e-17 
3084.17 6.56e-22 4.99e-13 1.63e-05 1.00e+00 2.81e-17 
3272.56 6.01e-22 5.07e-13 1.69e-05 1.00e+00 1.64e-17 
3472.46 6.23e-22 5.72e-13 1.87e-05 1.00e+00 8.07e-18 
3684.57 6.77e-22 6.84e-13 2.15e-05 1.00e+00 3.08e-18 
3909.64 6.95e-22 8.04e-13 2.47e-05 1.00e+00 1.07e-18 
4148.46 9.03e-22 1.10e-12 3.05e-05 1.00e+00 3.29e-19 
4401.86 1.54e-21 1.80e-12 4.13e-05 1.00e+00 9.81e-20 
4670.75 2.47e-21 2.90e-12 5.59e-05 1.00e+00 2.45e-20 
4956.05 2.99e-21 3.89e-12 6.89e-05 1.00e+00 8.36e-21 
5258.79 3.26e-21 4.81e-12 8.15e-05 1.00e+00 5.43e-21 
5580.02 5.14e-21 8.05e-12 1.14e-04 1.00e+00 6.53e-21 
5920.87 8.55e-21 1.41e-11 1.65e-04 1.00e+00 1.11e-20 
6282.54 1.58e-20 2.71e-11 2.51e-04 1.00e+00 1.65e-20 
6666.30 3.55e-20 6.08e-11 4.16e-04 1.00e+00 1.58e-20 
7073.50 9.93e-20 1.67e-10 7.82e-04 9.99e-01 9.59e-21 
7505.58 2.83e-19 4.91e-10 1.54e-03 9.98e-01 4.37e-21 
7964.05 1.18e-18 2.06e-09 3.79e-03 9.96e-01 1.39e-21 
8450.53 8.10e-18 1.35e-08 1.21e-02 9.88e-01 3.14e-22 
8966.72 7.78e-17 1.20e-07 4.55e-02 9.55e-01 5.72e-23 
9514.44 1.58e-15 2.02e-06 2.34e-01 7.66e-01 7.13e-24 
10095.62 3.37e-14 3.09e-05 7.65e-01 2.35e-01 4.96e-25 
10712.30 2.99e-13 1.96e-04 9.74e-01 2.58e-02 3.58e-26 
11366.65 2.10e-12 1.04e-03 9.96e-01 2.46e-03 3.36e-27 
12061.10 1.41e-11 5.38e-03 9.94e-01 1.44e-04 2.16e-28 
12793.43 8.88e-11 2.59e-02 9.74e-01 1.23e-05 1.85e-29 
13528.61 5.14e-10 1.14e-01 8.86e-01 8.75e-07 1.78e-30 
14194.74 1.95e-09 3.51e-01 6.49e-01 6.71e-08 4.94e-32 
14757.77 4.07e-09 6.31e-01 3.69e-01 6.40e-09 1.29e-31 
15240.48 7.73e-09 8.58e-01 1.42e-01 4.04e-10 3.06e-32 
15646.99 1.50e-08 9.61e-01 3.93e-02 1.12e-11 4.20e-33 
15960.30 3.22e-08 9.92e-01 7.78e-03 2.63e-13 7.53e-34 
16187.41 4.98e-08 9.97e-01 2.55e-03 1.55e-14 1.59e-34 
16354.17 6.58e-08 9.99e-01 1.20e-03 2.39e-15 1.61e-34 
16484.18 6.84e-08 9.99e-01 7.87e-04 7.93e-16 1.02e-34 
16593.12 5.93e-08 9.99e-01 6.52e-04 4.51e-16 2.02e-34 
16691.99 6.76e-08 1.00e+00 4.28e-04 1.65e-16 7.45e-35 
16788.59 6.58e-08 1.00e+00 3.66e-04 9.34e-17 3.41e-34 
16888.37 5.73e-08 1.00e+00 2.87e-04 3.86e-17 5.73e-35 
16998.79 6.06e-08 1.00e+00 2.29e-04 2.21e-17 2.84e-34 
17146.37 6.27e-08 1.00e+00 1.57e-04 8.94e-18 8.37e-35 
17415.23 6.04e-08 1.00e+00 9.90e-05 1.95e-18 2.68e-34 
17888.12 5.79e-08 1.00e+00 4.66e-05 2.30e-19 4.62e-35 
18532.37 4.25e-08 1.00e+00 2.46e-05 3.75e-20 7.47e-35 
19260.76 3.84e-08 1.00e+00 1.11e-05 3.58e-21 7.78e-36 
20034.10 7.86e-08 1.00e+00 2.29e-06 6.81e-23 7.32e-35 
20838.00 4.20e-08 1.00e+00 1.67e-06 3.40e-23 1.86e-35 
21647.97 2.65e-08 1.00e+00 1.20e-06 4.81e-24 2.94e-34 
22447.94 2.48e-08 1.00e+00 5.12e-07 1.87e-24 1.58e-35 
23245.88 2.18e-08 1.00e+00 2.56e-07 2.93e-24 2.05e-35 
24052.47 2.11e-08 1.00e+00 1.23e-07 4.93e-24 2.67e-35 
24867.72 1.83e-08 1.00e+00 5.70e-08 7.95e-24 3.47e-35 
25698.86 2.19e-08 1.00e+00 2.42e-08 1.22e-23 4.69e-35 
26587.16 2.43e-08 1.00e+00 8.61e-09 1.78e-23 7.00e-35 
27637.54 2.22e-08 1.00e+00 3.27e-09 4.89e-23 1.24e-34 
28986.97 2.31e-08 1.00e+00 1.00e-09 2.31e-22 2.95e-34 
#TIME: 19.21 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 1.07e-21 5.77e-13 1.63e-05 1.00e+00 8.04e-17 
999.11 1.09e-21 5.94e-13 1.67e-05 1.00e+00 6.54e-17 
1267.34 1.15e-21 6.18e-13 1.71e-05 1.00e+00 6.07e-17 
1514.05 1.47e-21 7.47e-13 1.89e-05 1.00e+00 5.01e-17 
1808.80 1.28e-21 6.81e-13 1.80e-05 1.00e+00 5.82e-17 
1919.29 1.23e-21 6.71e-13 1.80e-05 1.00e+00 5.28e-17 
2160.92 1.16e-21 6.57e-13 1.79e-05 1.00e+00 4.61e-17 
2292.92 1.09e-21 6.51e-13 1.81e-05 1.00e+00 3.61e-17 
2432.98 9.47e-22 6.09e-13 1.77e-05 1.00e+00 3.05e-17 
2581.60 9.07e-22 6.13e-13 1.80e-05 1.00e+00 2.46e-17 
2739.29 9.18e-22 6.40e-13 1.87e-05 1.00e+00 1.90e-17 
2906.62 9.96e-22 7.25e-13 2.05e-05 1.00e+00 1.08e-17 
3084.17 1.01e-21 7.86e-13 2.20e-05 1.00e+00 6.48e-18 
3272.56 9.42e-22 8.10e-13 2.30e-05 1.00e+00 3.88e-18 
3472.46 9.95e-22 9.31e-13 2.57e-05 1.00e+00 1.80e-18 
3684.57 1.06e-21 1.10e-12 2.92e-05 1.00e+00 7.00e-19 
3909.64 1.08e-21 1.29e-12 3.35e-05 1.00e+00 2.39e-19 
4148.46 1.37e-21 1.73e-12 4.11e-05 1.00e+00 7.89e-20 
4401.86 2.45e-21 2.95e-12 5.69e-05 1.00e+00 2.14e-20 
4670.75 3.93e-21 4.73e-12 7.66e-05 1.00e+00 6.42e-21 
4956.05 4.61e-21 6.18e-12 9.31e-05 1.00e+00 3.24e-21 
5258.79 5.19e-21 7.86e-12 1.12e-04 1.00e+00 3.64e-21 
5580.02 8.38e-21 1.34e-11 1.58e-04 1.00e+00 5.95e-21 
5920.87 1.45e-20 2.42e-11 2.32e-04 1.00e+00 1.05e-20 
6282.54 2.69e-20 4.66e-11 3.53e-04 1.00e+00 1.56e-20 
6666.30 6.13e-20 1.06e-10 5.92e-04 9.99e-01 1.49e-20 
7073.50 1.70e-19 2.90e-10 1.11e-03 9.99e-01 9.10e-21 
7505.58 5.03e-19 8.88e-10 2.24e-03 9.98e-01 4.15e-21 
7964.05 2.16e-18 3.87e-09 5.63e-03 9.94e-01 1.32e-21 
8450.53 1.53e-17 2.61e-08 1.82e-02 9.82e-01 2.94e-22 
8966.72 1.61e-16 2.48e-07 7.08e-02 9.29e-01 5.21e-23 
9514.44 3.34e-15 4.15e-06 3.43e-01 6.57e-01 6.03e-24 
10095.62 5.35e-14 4.73e-05 8.45e-01 1.55e-01 4.25e-25 
10712.30 4.22e-13 2.68e-04 9.84e-01 1.57e-02 3.17e-26 
11366.65 2.85e-12 1.37e-03 9.97e-01 1.31e-03 2.27e-27 
12061.10 1.92e-11 7.12e-03 9.93e-01 2.18e-04 4.94e-28 
12793.43 1.20e-10 3.38e-02 9.66e-01 8.93e-06 1.79e-29 
13528.61 6.80e-10 1.46e-01 8.54e-01 5.55e-07 2.09e-30 
14194.74 2.43e-09 4.20e-01 5.80e-01 3.77e-08 4.03e-31 
14757.77 4.67e-09 6.96e-01 3.04e-01 1.13e-07 5.24e-30 
15240.48 8.53e-09 8.94e-01 1.06e-01 1.54e-10 2.57e-32 
15646.99 1.61e-08 9.75e-01 2.51e-02 4.08e-12 4.13e-33 
15960.30 3.56e-08 9.95e-01 4.96e-03 8.82e-14 5.70e-34 
16187.41 5.41e-08 9.98e-01 1.71e-03 5.76e-15 1.93e-34 
16354.17 6.41e-08 9.99e-01 8.40e-04 9.73e-16 8.21e-35 
16484.18 7.15e-08 9.99e-01 5.14e-04 2.64e-16 5.68e-35 
16593.12 6.60e-08 1.00e+00 3.83e-04 1.21e-16 1.06e-34 
16691.99 6.25e-08 1.00e+00 3.29e-04 6.62e-17 1.81e-34 
16788.59 6.24e-08 1.00e+00 2.64e-04 3.87e-17 1.38e-35 
16888.37 6.14e-08 1.00e+00 2.01e-04 1.62e-17 5.27e-35 
16998.79 6.30e-08 1.00e+00 1.63e-04 1.09e-17 1.62e-34 
17146.37 6.13e-08 1.00e+00 1.12e-04 2.90e-18 1.04e-34 
17415.23 6.34e-08 1.00e+00 6.63e-05 9.03e-19 3.61e-35 
17888.12 4.25e-08 1.00e+00 4.43e-05 1.85e-19 1.37e-34 
18532.37 5.82e-08 1.00e+00 1.31e-05 7.25e-21 1.14e-35 
19260.76 3.82e-08 1.00e+00 7.79e-06 1.14e-21 9.41e-35 
20034.10 8.76e-08 1.00e+00 1.34e-06 4.92e-23 1.78e-34 
20838.00 2.71e-08 1.00e+00 2.14e-06 2.29e-23 1.66e-33 
21647.97 2.67e-08 1.00e+00 7.98e-07 2.90e-24 1.35e-35 
22447.94 2.47e-08 1.00e+00 3.80e-07 2.04e-24 1.68e-35 
23245.88 2.12e-08 1.00e+00 1.90e-07 3.31e-24 2.18e-35 
24052.47 1.88e-08 1.00e+00 9.12e-08 5.50e-24 2.83e-35 
24867.72 1.90e-08 1.00e+00 4.02e-08 7.96e-24 3.69e-35 
25698.86 2.16e-08 1.00e+00 1.69e-08 1.27e-23 4.99e-35 
26587.16 7.01e-08 1.00e+00 2.49e-09 3.04e-24 7.44e-35 
27637.54 2.96e-08 1.00e+00 1.88e-09 3.13e-23 1.31e-34 
28986.97 2.60e-08 1.00e+00 6.76e-10 1.54e-22 3.14e-34 
#TIME: 19.60 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 1.51e-21 8.41e-13 2.11e-05 1.00e+00 2.04e-17 
999.11 1.56e-21 8.77e-13 2.17e-05 1.00e+00 1.72e-17 
1267.34 1.68e-21 9.28e-13 2.24e-05 1.00e+00 1.65e-17 
1514.05 2.09e-21 1.10e-12 2.45e-05 1.00e+00 1.27e-17 
1808.80 1.91e-21 1.05e-12 2.39e-05 1.00e+00 1.30e-17 
1919.29 1.92e-21 1.06e-12 2.42e-05 1.00e+00 1.20e-17 
2160.92 1.77e-21 1.02e-12 2.40e-05 1.00e+00 1.15e-17 
2292.92 1.60e-21 9.91e-13 2.39e-05 1.00e+00 9.24e-18 
2432.98 1.45e-21 9.50e-13 2.37e-05 1.00e+00 8.10e-18 
2581.60 1.39e-21 9.64e-13 2.43e-05 1.00e+00 5.99e-18 
2739.29 1.46e-21 1.04e-12 2.56e-05 1.00e+00 4.38e-18 
2906.62 1.62e-21 1.20e-12 2.83e-05 1.00e+00 2.45e-18 
3084.17 1.66e-21 1.32e-12 3.06e-05 1.00e+00 1.39e-18 
3272.56 1.52e-21 1.32e-12 3.16e-05 1.00e+00 9.03e-19 
3472.46 1.58e-21 1.52e-12 3.53e-05 1.00e+00 3.82e-19 
3684.57 1.70e-21 1.81e-12 4.04e-05 1.00e+00 1.51e-19 
3909.64 1.68e-21 2.07e-12 4.57e-05 1.00e+00 5.50e-20 
4148.46 2.22e-21 2.88e-12 5.72e-05 1.00e+00 1.70e-20 
4401.86 3.82e-21 4.75e-12 7.74e-05 1.00e+00 5.32e-21 
4670.75 6.34e-21 7.80e-12 1.06e-04 1.00e+00 2.13e-21 
4956.05 7.51e-21 1.03e-11 1.29e-04 1.00e+00 1.90e-21 
5258.79 8.66e-21 1.33e-11 1.56e-04 1.00e+00 3.12e-21 
5580.02 1.43e-20 2.31e-11 2.23e-04 1.00e+00 5.58e-21 
5920.87 2.51e-20 4.23e-11 3.30e-04 1.00e+00 9.93e-21 
6282.54 4.67e-20 8.19e-11 5.05e-04 9.99e-01 1.47e-20 
6666.30 1.09e-19 1.92e-10 8.59e-04 9.99e-01 1.41e-20 
7073.50 3.06e-19 5.30e-10 1.62e-03 9.98e-01 8.60e-21 
7505.58 9.23e-19 1.66e-09 3.32e-03 9.97e-01 3.91e-21 
7964.05 3.98e-18 7.28e-09 8.39e-03 9.92e-01 1.25e-21 
8450.53 3.13e-17 5.37e-08 2.84e-02 9.72e-01 2.71e-22 
8966.72 3.49e-16 5.31e-07 1.12e-01 8.88e-01 4.64e-23 
9514.44 6.57e-15 7.91e-06 4.70e-01 5.30e-01 5.10e-24 
10095.62 8.14e-14 6.95e-05 9.00e-01 1.00e-01 3.82e-25 
10712.30 5.89e-13 3.64e-04 9.90e-01 9.75e-03 3.05e-26 
11366.65 3.92e-12 1.82e-03 9.97e-01 8.70e-04 2.66e-27 
12061.10 2.59e-11 9.28e-03 9.91e-01 7.10e-05 1.02e-28 
12793.43 1.65e-10 4.47e-02 9.55e-01 5.09e-06 1.40e-29 
13528.61 9.20e-10 1.90e-01 8.10e-01 3.90e-07 2.05e-30 
14194.74 2.98e-09 4.99e-01 5.01e-01 1.97e-08 4.07e-31 
14757.77 5.54e-09 7.77e-01 2.23e-01 4.01e-09 1.07e-32 
15240.48 9.01e-09 9.20e-01 8.02e-02 7.29e-11 2.74e-32 
15646.99 1.69e-08 9.83e-01 1.65e-02 1.58e-12 4.99e-33 
15960.30 3.70e-08 9.97e-01 3.43e-03 3.36e-14 7.78e-34 
16187.41 5.73e-08 9.99e-01 1.07e-03 1.75e-15 1.13e-34 
16354.17 6.97e-08 9.99e-01 5.17e-04 2.80e-16 2.38e-35 
16484.18 7.30e-08 1.00e+00 3.43e-04 8.54e-17 2.88e-35 
16593.12 7.02e-08 1.00e+00 2.53e-04 4.79e-17 1.01e-35 
16691.99 5.77e-08 1.00e+00 2.36e-04 2.91e-17 6.19e-35 
16788.59 5.91e-08 1.00e+00 1.74e-04 1.09e-17 1.35e-35 
16888.37 5.74e-08 1.00e+00 1.45e-04 7.78e-18 2.93e-35 
16998.79 5.30e-08 1.00e+00 1.25e-04 3.79e-18 2.81e-34 
17146.37 5.25e-08 1.00e+00 9.50e-05 1.94e-18 1.89e-35 
17415.23 5.19e-08 1.00e+00 5.80e-05 4.51e-19 1.18e-35 
17888.12 4.98e-08 1.00e+00 2.79e-05 5.87e-20 3.49e-35 
18532.37 7.99e-08 1.00e+00 6.97e-06 3.17e-21 7.81e-35 
19260.76 3.98e-08 1.00e+00 6.00e-06 6.87e-22 2.49e-34 
20034.10 3.09e-08 1.00e+00 2.63e-06 5.66e-23 1.05e-35 
20838.00 2.86e-08 1.00e+00 1.55e-06 7.95e-24 7.16e-34 
21647.97 6.15e-08 1.00e+00 2.33e-07 2.97e-25 4.35e-35 
22447.94 2.11e-08 1.00e+00 2.74e-07 2.15e-24 1.79e-35 
23245.88 1.81e-08 1.00e+00 1.30e-07 3.39e-24 2.32e-35 
24052.47 1.90e-08 1.00e+00 5.98e-08 5.38e-24 3.01e-35 
24867.72 1.77e-08 1.00e+00 2.67e-08 8.55e-24 3.92e-35 
25698.86 1.99e-08 1.00e+00 1.07e-08 1.20e-23 5.30e-35 
26587.16 1.81e-08 1.00e+00 4.78e-09 7.00e-23 7.91e-35 
27637.54 2.18e-08 1.00e+00 1.60e-09 6.50e-23 1.40e-34 
28986.97 2.04e-08 1.00e+00 4.92e-10 1.95e-22 3.34e-34 
#TIME: 20.01 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 2.53e-21 1.41e-12 2.92e-05 1.00e+00 4.45e-18 
999.11 2.61e-21 1.45e-12 2.97e-05 1.00e+00 4.56e-18 
1267.34 2.85e-21 1.55e-12 3.09e-05 1.00e+00 3.80e-18 
1514.05 3.41e-21 1.78e-12 3.33e-05 1.00e+00 3.50e-18 
1808.80 3.15e-21 1.71e-12 3.28e-05 1.00e+00 3.27e-18 
1919.29 3.19e-21 1.75e-12 3.35e-05 1.00e+00 2.95e-18 
2160.92 3.00e-21 1.73e-12 3.35e-05 1.00e+00 2.61e-18 
2292.92 2.69e-21 1.66e-12 3.32e-05 1.00e+00 2.26e-18 
2432.98 2.48e-21 1.63e-12 3.33e-05 1.00e+00 1.81e-18 
2581.60 2.30e-21 1.61e-12 3.37e-05 1.00e+00 1.45e-18 
2739.29 2.33e-21 1.69e-12 3.51e-05 1.00e+00 1.03e-18 
2906.62 2.63e-21 1.98e-12 3.92e-05 1.00e+00 5.31e-19 
3084.17 2.66e-21 2.16e-12 4.22e-05 1.00e+00 3.02e-19 
3272.56 2.42e-21 2.17e-12 4.36e-05 1.00e+00 1.86e-19 
3472.46 2.54e-21 2.51e-12 4.88e-05 1.00e+00 8.38e-20 
3684.57 2.73e-21 2.98e-12 5.59e-05 1.00e+00 3.35e-20 
3909.64 2.76e-21 3.46e-12 6.37e-05 1.00e+00 1.19e-20 
4148.46 3.59e-21 4.79e-12 7.93e-05 1.00e+00 3.93e-21 
4401.86 6.22e-21 7.90e-12 1.07e-04 1.00e+00 1.63e-21 
4670.75 1.05e-20 1.32e-11 1.48e-04 1.00e+00 1.10e-21 
